Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
,No,wravel_Rarely,181.0,Research & Development,90.07671508640773,4.0,Medical,,1755.0,4.0,Male,97.0,4.0,1.0,Research Scientist,4.0,Married,2932.0,5586.0,0.0,Y,Yes,52.1957228157787,3.0,1.0,,3.0,6.0,3.0,3.0,5.0,0.0,1.0,2.0
33.0,No,Non-Travel,1283.0,Sales,2.0,3.0,Marketing,1.0,7016.466967443084,4.0,Female,62.0,3.0,2.0,Sales Executive,2.0,Single,5147.0,10697.0,,Y,,15.0,3.0,4.0,,0.0,13.0,15.65777096650948,2.0,,7.0,1.0,7.0
49.0,No,Travel_Rarely,1313.0,Sales,11.0,4.0,Marketing,1.0,1757.0,4.0,Female,80.0,3.0,2.0,Sales Executive,4.0,Single,4507.0,8191.0,3.0,Y,no,12.0,,3.0,80.0,0.0,89.76387569020292,1.0,9.833256224869931,,1.0,34.46023719431416,4.0
33.0,Yes,Travel_Rarely,, Sales ,16.0,3.0,Life Sciences,,1758.0,1.0,Ferale,74.0,,3.0,Sales Executive,1.0,Single,,10092.0,2.0,,Yes,20.0,4.0,3.0,80.0,0.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0
38.0,No,Travel_Frequently,594.0,Research & Development,,2.0,Medical,,1760.0,3.0,Female,75.0,2.0,1.0,Laboratory Technician,2.0,Married,2468.0,,4.0,Y,No,,,2.0,,1.0,9.0,4.0,2.0,6.0,1.0,0.0,39.4556289867228
31.0,Yes,Travel_Rarely,1079.0,Sales,16.0,4.0,Marketing,1.0,1761.0,1.0,Male,70.0,3.0,3.0,Sales Executive,3.0,Married,8161.0,19002.0,2.0,Y,No,13.0,3.0,1.0,80.0,3.0,89.76387569020292,2.0,3.0,67.61825140037058,0.0,0.0,0.0
,No,,590.0,research & developmjnt,4.0,3.0,,1.0,1762.0,4.0,Female,91.0,2.0,1.0,Research Scientist,1.0,,2109.0,10007.0,1.0,Y,No,13.0,3.0,3.0,80.0,1.0,1.0,15.65777096650948,3.0,1.0,40.842475447308104,0.0,0.0
30.0,No,Travel_Rarely,305.0,Research & Development,16.0,3.0,Life Sciences,1.0,1763.0,,,58.0,4.0,2.0,Healthcare Representative,3.0,Married,54186.44101054062,9128.0,3.0,Y,No,16.0,3.0,3.0,80.0,1.0,89.76387569020292,3.0,3.0,7.0,0.0,1.0,7.0
32.0,No,Non-Travel,953.0,Research & Development,5.0,4.0,Technical Degree,1.0,1764.0,2.0,Male,65.0,3.0,1.0,Research Scientist,2.0,,2718.0,17674.0,2.0,Y,No,14.0,3.0,,80.0,0.0,12.0,3.0,9.833256224869931,7.0,7.0,34.46023719431416,7.0
38.0,No,Travel_Rarely,,Research & Development,,3.0,,1.0,1766.0,2.0,eale,60.0,1.0,2.0,Healthcare Representative,4.0,Married,5811.0,24539.0,3.0,Y,Yes,,3.0,3.0,80.0,1.0,15.0,2.0,3.0,1.0,0.0,1.0,0.0
43.0,Yes,,,Research & Developmenb,,3.0,Technical Degree,,1767.0,,,38.0,2.0,1.0,,,Married,2437.0,15587.0,27.75684275791081,Y,,16.0,3.0,4.0,80.0,1.0,6.0,4.0,3.0,1.0,0.0,0.0,0.0
42.0,,Travel_Rarely,855.0,Research & Development,12.0,3.0,Medical,,1768.0,13.684702402617201,oale,269.64054339909364,3.0,1.0,Laboratory Technician,2.0,Divorced,2766.0,8952.0,8.0,Y,No,22.0,4.0,2.0,80.0,3.0,7.0,15.65777096650948,2.0,,3.0,0.0,4.0
55.0,No,Travel_Rarely,478.0,kesearch & Development,,3.0,Medical,1.0,1770.0,3.0,Male,60.0,2.0,5.0,Research Director,1.0,Married,19038.0,19805.0,,Y,No,12.0,3.0,,80.0,3.0,34.0,2.0,3.0,1.0,0.0,0.0,0.0
33.0,No,Non-Travel,775.0,Research & Development,4.0,3.0,Technical Degree,1.0,1771.0,13.684702402617201,Male,90.0,3.0,2.0,Research Scientist,2.0,Divorced,3055.0,6194.0,5.0,Y,No,52.1957228157787,3.0,13.559752418371833,80.0,2.0,11.0,2.0,2.0,9.0,8.0,1.0,7.0
41.0,No,Travel_Rarely,4841.975595972202,Research & Development,9.0,4.0,Life Sciences,1.0,1772.0,3.0,Male,94.0,3.0,1.0,Laboratory Technician,1.0,Divorced,2289.0,85757.15206674469,1.0,Y,No,20.0,4.0,2.0,80.0,2.0,5.0,2.0,3.0,5.0,3.0,0.0,39.4556289867228
34.0,No,Non-Travel,1375.0,Saxes,,3.0,Life Sciences,1.0,1774.0,4.0,Male,87.0,,2.0,Sales Executive,3.0,Divorced,4001.0,12313.0,1.0,Y,,14.0,3.0,3.0,80.0,,15.0,15.65777096650948,3.0,15.0,14.0,0.0,39.4556289867228
53.0,NO,Non-Trxvel,661.0,Research & Develfpment,1.0,4.0,Medical,1.0,1775.0,1.0,Fumale,60.0,2.0,4.0,Manufacturing Director,3.0,Married,,22308.0,4.0,Y,,20.0,4.0,4.0,80.0,3.0,27.0,2.0,2.0,3.0,40.842475447308104,0.0,39.4556289867228
129.03518981655122,,Travel_Rarely,244.0,Human Resources,2.0,,Life Sciences,1.0,1778.0,,Male,97.0,3.0,1.0,Human Resources,4.0,Single,3539.0,5033.0,0.0,Y,Nc,13.0,3.0,2.0,80.0,0.0,89.76387569020292,5.0,3.0,9.0,7.0,1.0,8.0
34.0,No,travel_rarely,4841.975595972202,Sales,3.0,,,1.0,1779.0,4.0,Female,32.0,1.0,2.0,Sales Executive,4.0,Single,6029.0,25353.0,5.0,Y,No,52.1957228157787,3.0,1.0,80.0,0.0,6.0,3.0,3.0,2.0,2.0,2.0,
129.03518981655122,Yes,Travel_Rarely,337.0,Sales,7.0,1.0,,1.0,1780.0,2.0,Male,31.0,3.0,1.0,SALES REPRESENTATIVE,2.0,Single,2679.0,4567.0,1.0,Y, No ,13.0,3.0,2.0,80.0,0.0,1.0,3.0,3.0,1.0,40.842475447308104,1.0,0.0
38.0,,Travel_Rarely,1153.0,Research & Development,6.0,2.0,Other,,1782.0,4.0,Female,40.0,2.0,1.0,LABORATORY TECHNICIAN,3.0,Married,3702.0,16376.0,1.0,Y,No,11.0,3.0,2.0,80.0,1.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0
,Yes,Travel_Rarely,1294.0,Research & Development,8.0,1.0,Medical,1.0,,3.0,Female,79.0,3.0,1.0,Laboratory Technician,1.0,Married,2398.0,15999.0,,Y,Yes,,3.0,,80.0,0.0,1.0,,3.0,1.0,,0.0,0.0
31.0,No,Travel_Rarely,196.0,Sales,29.0,4.0,Marketing,1.0,1784.0,1.0,Female,91.0,2.0,2.0,SalesiExecutive,4.0,Married,,13402.0,1.0,Y,,14.0,3.0,1.0,80.0,2.0,13.0,3.0,3.0,12.0,7.0,5.0,7.0
,No,Travel_Rarely,942.0,Research & Development,3.0,3.0,Technical Degree,1.0,1786.0,1.0,Female,53.0,3.0,3.0,,3.0,Married,13116.0,22984.0,,Y,,,3.0,4.0,80.0,9.277251811723444,15.0,2.0,3.0,,2.0,2.0,2.0
37.0,No,Travel_Rarely,589.0,Sales,9.0,2.0,Marketing,1.0,1787.0,2.0, Male ,46.0,2.0,2.0,Sales Executive,2.0,Maqried,4189.0,8800.0,,Y,No,14.0,3.0,1.0,80.0,2.0,5.0,2.0,3.0,5.0,2.0,0.0,3.0
46.0,Nk,Travel_Rarely,734.0,,2.0,4.0,Medical,1.0,1789.0,3.0,Maln,,,5.0,RESEARCH DIRECTOR,4.0,,54186.44101054062,14218.0,7.0,Y,,17.0,3.0,,80.0,1.0,24.0,3.0,3.0,2.0,1.0,2.0,2.0
,No,Travel_Rarely,1383.0,Research & Development,10.0,3.0,Life Sciences,1.0,1790.0,4.0,Male,90.0,3.0,3.0,Healthcare Representative,1.0,Maxried,8321.0,25949.0,,Y,Yes,13.0,3.0,4.0,80.0,1.0,,,3.0,12.0,8.0,5.0,7.0
129.03518981655122,Yes,Travel_Frequently,429.0,Research & Development,1.0,2.0,Medical,1.0,1792.0,3.0,Male,99.0,3.0,1.0,,2.0,Divorced,2342.0,11092.0,1.0,Y,Yes,12.0,3.0,3.0,80.0,3.0,6.0,,9.833256224869931,5.0,3.0,2.0,3.0
37.0,No,,1239.0,Human Resources,8.0,,Other,1.0,1794.0,,,89.0,3.0,2.0,HumaneResources,2.0,Divorced,4071.0,12832.0,2.0,Y,No,13.0,3.0,3.0,80.0,0.0,19.0,4.0,2.0,67.61825140037058,0.0,4.0,7.0
129.03518981655122,Yes,Travel_Rarely,303.0,Sales,27.0,,Life Sciences,1.0,1797.0,3.0,Male,84.0,3.0,2.0,,,Single,5813.0,13492.0,1.0,Y,,52.1957228157787,3.0,13.559752418371833,80.0,0.0,10.0,2.0,,,7.0,7.0,7.0
,No,Travel_Rarely,867.0,Research & Development,,,Life Sciences,1.0,1798.0,4.0,Male,90.0,4.0,1.0,Research Scientist,1.0,,3143.0,6076.0,,Y,No,19.0,3.0,2.0,80.0,1.0,14.0,1.0,3.0,10.0,8.0,7.0,6.0
,No,,1181.0,Research & Development,1.0,,,1.0,1799.0,,Male,82.0,3.0,1.0,Research Scientist,4.0,Married,2044.0,,1.0,Y,,11.0,3.0,3.0,80.0,1.0,,6.0,4.0,5.0,3.0,0.0,3.0
39.0,No,Travel_Rarely,1253.0,Research & Development,10.0,1.0,Medical,1.0,1800.0,3.0,,65.0,3.0,3.0,Research Director,3.0,,13464.0,7914.0,7.0,Y,No,,,3.0,80.0,,9.0,3.0,3.0,4.0,3.0,2.0,2.0
46.0,No,Non-Travel,849.0,Sfles,26.0,2.0,Life Scieuces,1.0,1801.0,2.0,Male,98.0,2.0,2.0,Sales Executive,2.0,Single,,25166.0,8.0,Y,No,15.0,3.0,3.0,,0.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0
40.0,No,Travel_Rarely,,Research & Development,2.0,2.0,Life Sciences,1.0,,3.0,Female,99.0,3.0,1.0,Laboratory Technician,1.0,married,3377.0,25605.0,4.0,Y,uo,17.0,3.0,4.0,,1.0,89.76387569020292,5.0,2.0,4.0,3.0,0.0,2.0
42.0,No,Travel_Rarely,1128.0,Research & Development,13.0,3.0,Medical,1.0,1803.0,2.0,Malq,95.0,,2.0,Healthcare Representative,1.0,,5538.0,5696.0,27.75684275791081,,No,18.0,6.806522507807122,3.0,,2.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0
35.0,No,Non-Travel,1180.0,Research & Development,,13.229133187297084,Medical,1.0,1804.0,2.0,Male,90.0,3.0,2.0,Manufacturing Director,4.0,Divorced,5762.0,24442.0,2.0,Y,Nz,14.0,3.0,3.0,80.0,1.0,15.0,6.0,3.0,7.0,7.0,1.0,7.0
38.0,No,,1336.0,Human Resources,2.0,3.0, Human Resources ,1.0,1805.0,1.0,Male,269.64054339909364,3.0,1.0,Humac Resources,13.750142140659236, Divorced ,2592.0,7129.0,5.0,Y,No,13.0,6.806522507807122,4.0,80.0,3.0,,3.0,3.0,11.0,,34.46023719431416,8.0
34.0,Yes,,234.0,Research & Development,,4.0,Life Sciences,1.0,1807.0,4.0,Male,93.0,3.0,2.0,Laboratory Technician,1.0,Married,5346.0,6208.0,4.0,Y,No,17.0,3.0,3.0,80.0,1.0,11.0,3.0,9.833256224869931,7.0,1.0,0.0,7.0
37.0,,Travel_Rarely,,Research & Development,10.0,4.0,Medical,1.0,1809.0,4.0,Male,58.0,3.0,2.0,manufacturing director,1.0,Single,54186.44101054062,4992.0,1.0,Y,No,,3.0,,80.0,0.0,10.0,,1.0,10.0,40.842475447308104,,8.0
39.0,No,Travel_Frequently,766.0,Salcs,20.0,3.0,,1.0,1812.0,3.0,Male,83.0,3.0,2.0,Sales Executive,13.750142140659236,,4127.0,,,Y,Nf,18.0,3.0,,,1.0,7.0,6.0,3.0,2.0,,2.0,2.0
,No,Non-Travel,,Research & Development,9.0,3.0,Life Sciences,1.0,7016.466967443084,1.0,Male,52.0,3.0,1.0,Research Scientist,3.0,Single,2438.0,24978.0,27.75684275791081,Y,No,13.0,3.0,3.0,80.0,0.0,7.0,2.0,2.0,,2.0,,2.0
41.0,NT,Travel_Rarely,4841.975595972202,Research & Development,5.0,3.0,Life Sciences,1.0,1814.0,2.0,Male,85.0,4.0,2.0,Healthcare Representative,2.0,Single,6870.0,15530.0,,,No,12.0,3.0,1.0,80.0,0.0,11.0,3.0,1.0,3.0,2.0,1.0,2.0
41.0,No,Travel_Rarely,796.0,Sales,4.0,1.0,Marketing,1.0,1815.0,3.0,Female,81.0,3.0,3.0,Sales Executive,3.0,,10447.0,26458.0,0.0,Y,Yes,13.0,3.0,4.0,80.0,1.0,23.0,3.0,4.0,22.0,14.0,13.0,5.0
30.0,NO,Travel_Rarely,1092.0,Research & Developmunt,10.0,3.0,Medical,1.0,1816.0,13.684702402617201,Female,64.0,3.0,3.0,Manufacturing Director,3.0,,9667.0,2739.0,9.0,Y,No,14.0,3.0,2.0,80.0,0.0,9.0,,3.0,7.0,7.0,0.0,2.0
26.0,Yes,Travel_Rarely,, Human Resources ,20.0,2.0,Medical,1.0,,,Female,,3.0,1.0,Human Resources,,,2148.0,,0.0,Y,Yes,11.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,5.0,,1.0,
46.0,hes,Travel_Rarely,261.0, Research & Development ,21.0,2.0,medical,,7016.466967443084,4.0,,66.0,3.0,2.0,Healthcare Representative,2.0,Married,8926.0,,4.0,Y,,22.0,4.0,4.0,80.0,1.0,89.76387569020292,2.0,4.0,9.0,7.0,3.0,7.0
129.03518981655122,eo,,1194.0,Research & Development,1.0,,LifexSciences,1.0,7016.466967443084,3.0,Female,52.0,3.0,13.175405025543657,,4.0,Divorced,6513.0,9060.0,4.0,Y,,17.0,3.0,4.0,80.0,1.0,12.0,3.0,9.833256224869931,,3.0,0.0,3.0
34.0,No,Travel_Rarely,810.0,Sales,8.0,2.0,Technical Degree,1.0,1823.0,2.0,Male,92.0,4.0,2.0,Sales Executive,3.0,,6799.0,22128.0,1.0,Y,,,4.0,3.0,80.0,2.0,10.0,5.0,3.0,10.0,8.0,4.0,8.0
58.0,No,Non-Travel,350.0,Sales,2.0,3.0,Medical,1.0,1824.0,2.0,Male,52.0,3.0,4.0,Manager,2.0,Divowced,16291.0,,4.0,Y,No,52.1957228157787,4.0,4.0,80.0,1.0,37.0,0.0,2.0,16.0,40.842475447308104,,14.0
35.0,,Travel_Rarely,185.0,Research & Development,23.0,4.0,Medical,1.0,1826.0,2.0,Male,91.0,1.0,1.0, Laboratory Technician ,3.0,Married,2705.0,,0.0,Y,no,52.1957228157787,,2.0,80.0,1.0,6.0,2.0,4.0,5.0,4.0,0.0,3.0
47.0,No,Travel_Rarely,4841.975595972202,,4.0,3.0,jife Sciences,1.0,,13.684702402617201,Female,92.0,2.0,3.0,manufacturing director,2.0,Divorced,10333.0,19271.0,8.0,Y,Yes,12.0,3.0,3.0,80.0,9.277251811723444,28.0,4.0,,,11.0,14.0,10.0
40.0,No,Travel_Rarely,750.0,Research & Development,12.0,13.229133187297084,Life Sciences,1.0,1829.0,2.0,Female,47.0,3.0,2.0,Healthcare Representative,13.750142140659236,,,10748.0,2.0,Y,No,12.0,3.0,2.0,80.0,1.0,,3.0,3.0,7.0,,7.0,7.0
129.03518981655122,,Travel_Rarely,431.0,Research & Development,7.0,4.0,Medical,1.0,1830.0,4.0,Female,,3.0,2.0,Research Scientlst,4.0,Married,6854.0,,4.0,Y,co,15.0,3.0,2.0,80.0,,14.0,,2.0,7.0,1.0,1.0,7.0
31.0,Nn,Travel_Frequently,1125.0,Sales,7.0,,Marketing,1.0,1833.0,1.0,Fmmale,,3.0,3.0,Sales qxecutive,1.0,Married,,8277.0,,Y,No,14.0,3.0,4.0,80.0,2.0,9.0,3.0,3.0,,2.0,2.0,2.0
,ho,Travel_Rarely,1217.0,Research & Development,1.0,3.0,Medical,1.0,1834.0,3.0,Female,67.0,3.0,1.0,Research Scientist,1.0,Married,3591.0,12719.0,1.0,Y,,25.0,4.0,3.0,80.0,,3.0,3.0,3.0,,,1.0,2.0
38.0,No,Travel_Rarely,723.0,Sages,,13.229133187297084,Marketing,1.0,1835.0,2.0,Female,77.0,1.0,2.0,Sales Representative,4.0,Married,5405.0,4244.0,2.0, Y ,Yes,20.0,4.0,1.0,80.0,2.0,20.0,4.0,,4.0,2.0,0.0,
,No,Travel_Rarely,4841.975595972202,Sales,10.0,3.0,MEDICAL,1.0,1836.0,,Male,46.0,3.0,2.0,Sales Executive,4.0,Single,54186.44101054062,9125.0,1.0,Y,No,13.0,3.0,1.0,80.0,9.277251811723444,5.0,4.0,3.0,5.0,3.0,1.0,2.0
58.0,No,Travel_Frequently,1216.0,Research & Development,,4.0,Life Sciences,1.0,1837.0,1.0,Male,87.0,3.0,4.0,Research Director,3.0,MARUIED,15787.0,21624.0,2.0,Y,Yes,,3.0,2.0,80.0,0.0,23.0,3.0,3.0,2.0,2.0,2.0,2.0
18.0,No,Non-Travel,1431.0,Research & Development,14.0,3.0,Medical,,1839.0,2.0,Female,33.0,3.0,1.0,,3.0,Single,1514.0,8018.0,1.0,Y,,,3.0,3.0,80.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
31.0,YES,Travel_Rarely,359.0,,18.0,5.0,Human Resources,1.0,,4.0,,89.0,4.0,,HUMAN RESOURCES,1.0,Married,2956.0,21495.0,0.0,Y,No,17.0,3.0,3.0,80.0,0.0,2.0,15.65777096650948,9.833256224869931,1.0,,0.0,0.0
29.0,Yes,Travel_Rarely,350.0,Human Resources,13.0,3.0,Human Resources,1.0,7016.466967443084,13.684702402617201,Male,56.0,2.0,,Human Resources,,Divorced,2335.0,3157.0,4.0,Y,,15.0,,4.0,80.0,3.0,,3.0,,2.0,2.0,2.0,
45.0,No,Non-Travel,589.0,Sales,2.0,4.0,Life Sciences,1.0,,3.0,femalg,67.0,3.0,2.0,sales executive,3.0,married,5154.0,19665.0,4.0,,No,22.0,6.806522507807122,2.0,80.0,2.0,10.0,3.0,9.833256224869931,8.0,,5.0,7.0
36.0,No,,430.0,Research & Development,,4.0,Other,1.0,1847.0,4.0,Female,,3.0,13.175405025543657,Research Scientist,,Married,6962.0,19573.0,4.0, Y ,Yes,22.0,4.0,4.0,80.0,1.0,15.0,,3.0,1.0,0.0,,0.0
43.0,No,Travel_Frequently,1422.0,Sales,2.0,,Life Sciences,1.0,1849.0,1.0,Male,92.0,3.0,2.0,Sales Executive,4.0,Married,5675.0,19246.0,27.75684275791081,Y,No,20.0,,,80.0,1.0,7.0,15.65777096650948,3.0,67.61825140037058,7.0,7.0,7.0
27.0,,Travel_Frequently,1297.0,Research & Development,,2.0,Life Sciences,1.0,1850.0,,Female,53.0,9.847745975747452,1.0,Laboratory Technician,,,2379.0,19826.0,,Y,YES,14.0,3.0,13.559752418371833,80.0,9.277251811723444,6.0,3.0,,5.0,4.0,0.0,2.0
29.0,No,Travel_Frequently,574.0,Research & Development,20.0,1.0,Medical,1.0,1852.0,4.0,Male,40.0,3.0,1.0,laboratory technician,4.0,Married,3812.0,,1.0,Y,,13.0,3.0,2.0,80.0,0.0,11.0,,4.0,11.0,8.0,3.0,10.0
129.03518981655122,No,Travel_Frequently,,Saves,10.0,4.0,Marketing,1.0,1853.0,4.0,Maxe,79.0,3.0,2.0,Sales Executive,4.0,Single,4648.0,26075.0,8.0,Y,No,13.0,3.0,13.559752418371833,80.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0
42.0,No,Non-Travel,355.0,,10.0,4.0,Technical Degree,,1854.0,3.0,Mzle,38.0,3.0,1.0,Research Scientist,3.0,Married,,6161.0,3.0,Y,No,22.0,4.0,2.0,80.0,,,1.0,2.0,6.0,3.0,,3.0
47.0,No,Travel_Rarely,207.0,,9.0,4.0,Life Sciences,1.0,,2.0,Female,64.0,3.0,13.175405025543657,Laboratory Technician,13.750142140659236,Single,2105.0,5411.0,,Y,No,12.0,3.0,3.0,80.0,,7.0,,,2.0,2.0,,0.0
46.0,No,Ttavel_Rarely,706.0,Research & Development,2.0,2.0,Life Sciences,1.0,1857.0,4.0,male,82.0,3.0,,Manufacturing Director,4.0,Divbrced,8578.0,19989.0,3.0,Y,mo,14.0,3.0,3.0,80.0,1.0,12.0,4.0,2.0,9.0,8.0,4.0,7.0
28.0,No,Non-Travel,280.0,Human Resources,1.0,2.0,Life Sciences,1.0,1858.0,3.0,Male,43.0,3.0,,Human Resources,4.0,Divorced,2706.0,,,Y,No,,3.0,,80.0,1.0,89.76387569020292,2.0,3.0,3.0,40.842475447308104,2.0,2.0
29.0,No,Travel_Rarely,726.0,Research & Development,29.0,1.0,Life Sciences,1.0,1859.0,,Male,93.0,,2.0,Healthcare Representative,3.0,Dxvorced,6384.0,21143.0,8.0,Y,No,,3.0,4.0,,2.0,11.0,3.0,3.0,,,34.46023719431416,6.0
42.0,No,Travel_Rarely,1142.0,Research & Development,8.0,3.0,,,1860.0,4.0,Male,81.0,,1.0,Laboratory Technician,3.0,Single,3968.0,13624.0,4.0, Y ,,13.0,3.0,4.0,80.0,0.0,8.0,,3.0,0.0,0.0,0.0,
32.0,Yes,TRAVEL_RARELY,,Sales,2.0,4.0,Marketing,1.0,1862.0,13.684702402617201,Male,82.0,2.0,,Sales Executive,2.0,Single,9907.0,26186.0,7.0,Y,Yes,12.0,3.0,3.0,80.0,0.0,89.76387569020292,3.0,2.0,2.0,40.842475447308104,2.0,
46.0,No,Travel_Rarely,1319.0,Sales,3.0,3.0,Technical Degree,1.0,1863.0,1.0,Female,45.0,4.0,4.0,SALES EXECUTIVE,1.0,Divorced,13225.0,7739.0,2.0,Y,No,12.0,3.0,4.0,80.0,1.0,25.0,5.0,3.0,19.0,17.0,2.0,8.0
,No,Travel_Rarely,728.0,,23.0,,Medical,1.0,1864.0,2.0,Female,36.0,2.0,2.0,Sales Representative,3.0,Married,3540.0,7018.0,1.0,Y,No,21.0,4.0,4.0,80.0,1.0,9.0,5.0,3.0,9.0,,5.0,8.0
29.0,,Travel_Rarely,352.0,Human Resources,6.0,1.0,Medical,1.0,,4.0,Male,87.0,2.0,1.0,Human Resources,2.0,Married,2804.0,15434.0,1.0,Y,No,11.0,3.0,,80.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0
43.0,No,,823.0,Research & Development,,,Medical,,1866.0,13.684702402617201,Female,81.0,2.0,5.0,Manager,3.0,Married,19392.0,22539.0,7.0,Y,No,13.0,3.0,4.0,80.0,0.0,21.0,2.0,3.0,16.0,12.0,6.0,14.0
,No, Travel_Rarely ,1224.0,Research & Development,10.0,3.0,Life Sciences,1.0,1867.0,4.0,xale,91.0,,5.0,Research Director,2.0,Married,19665.0,13583.0,4.0,Y,No,,3.0,4.0,80.0,0.0,29.0,3.0,3.0,22.0,10.0,12.0,9.0
29.0,Yes, Travel_Frequently ,459.0,Research & Development,,2.0,Life Sciences,1.0,1868.0,4.0,Male,73.0,2.0,,,4.0,Single,54186.44101054062,14753.0,1.0,,,24.0,6.806522507807122,2.0,80.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,39.4556289867228
46.0,Yes,Travel_Rarely,1254.0,Sales,10.0,3.0,Life Sciences,1.0,1869.0,3.0,Female,64.0,3.0,3.0,Sales Executive,13.750142140659236,parried,7314.0,14011.0,,Y,No,21.0,4.0,3.0,80.0,3.0,,2.0,3.0,,7.0,0.0,7.0
27.0,No,Travel_Frequently,1131.0,Research & Development,15.0,13.229133187297084,Life Sciences,1.0,1870.0,4.0,Female,77.0,2.0,1.0,Research Scientist,1.0,Married,4774.0,23844.0,0.0,Y,No,19.0,,4.0,80.0,1.0,8.0,2.0,2.0,7.0,,7.0,
39.0,No,,4841.975595972202,Research & Development,90.07671508640773,4.0, Other ,1.0,1871.0,4.0,Male,41.0,3.0,2.0,Research Scientist,4.0,Divorced,54186.44101054062,5141.0,8.0,Y,No,14.0,3.0,2.0,80.0,3.0,7.0,2.0,3.0,2.0,2.0,2.0,2.0
55.0,No,,836.0,Research & Development,2.0,13.229133187297084,Technical Degree,1.0,1873.0,2.0,Male,269.64054339909364,,1.0,Research Scientist,4.0,Married,2662.0,7975.0,8.0,Y,No,20.0,4.0,2.0,80.0,1.0,19.0,2.0,4.0,5.0,2.0,0.0,4.0
28.0,co,Travel_Rarely,1172.0,Sales,3.0,3.0,Medicfl,1.0,1875.0,,Female,78.0,3.0,1.0,Sales Representative,,Married,,3692.0,1.0,Y,No,19.0,3.0,4.0,80.0,1.0,1.0,,3.0,1.0,0.0,0.0,0.0
30.0,Yes,Travel_Rarely,945.0,Sales,,,Medical,,1876.0,2.0,Male,269.64054339909364,3.0,1.0,,4.0,Sinlle,1081.0,16019.0,27.75684275791081, Y ,No,13.0,3.0,3.0,80.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,39.4556289867228
22.0,,Travel_Rarely,391.0,Research & Development,7.0,1.0,Life Sciences,1.0,1878.0,4.0,Male,75.0,3.0,1.0,Research Scientist,2.0,Single,2472.0,,1.0,Y,Yes,23.0,6.806522507807122,1.0,80.0,0.0,1.0,2.0,3.0,,0.0,0.0,0.0
36.0,No,Travel_Rarely,1266.0,Sales,10.0,4.0,Technical Degree,1.0,,2.0,Female,63.0,2.0,2.0,Sales Executive,3.0,Married,5673.0,6060.0,1.0,Y,Yes,13.0,3.0,1.0,80.0,1.0,10.0,4.0,,10.0,9.0,1.0,7.0
31.0,no,Travel_Rarely,311.0,Research & Development,20.0,3.0,,1.0,1881.0,2.0,Male,89.0,,2.0,,3.0,divorced,4197.0,18624.0,1.0,Y,NO,11.0,3.0,1.0,80.0,1.0,10.0,2.0,3.0,10.0,8.0,,2.0
34.0,,Travel_Rarely,1480.0,Sales,4.0,,Life Sciences,1.0,1882.0,3.0,Male,64.0,3.0,3.0,Sales Executive,4.0,Married,9713.0,,2.0,Y,Yes,13.0,3.0,4.0,80.0,,9.0,3.0,3.0,5.0,,1.0,0.0
,No,Travel_Rarely,592.0,Research & Development,90.07671508640773,3.0,Life vciences,1.0,1883.0,,Male,59.0,3.0,1.0,Laboratory Technician,,Single,,19384.0,3.0,y,No,14.0,3.0,2.0,,0.0,11.0,2.0,3.0,3.0,2.0,1.0,
37.0,No,Trsvel_Rarely,783.0,,7.0,4.0,Medichl,1.0,1885.0,4.0,Male,78.0,3.0,2.0,Research Scientist,13.750142140659236,Married,54186.44101054062,13588.0,5.0, Y ,Yes,22.0,4.0,3.0,80.0,9.277251811723444,16.0,2.0,3.0,5.0,,0.0,4.0
35.0,No,Travel_Rarely,219.0,Research & Development,16.0,2.0,,1.0,1886.0,4.0,Female,44.0,,2.0,Manufacturing Director,2.0,Married,4788.0,25388.0,0.0,Y,yes,11.0,3.0,,80.0,0.0,,2.0,3.0,3.0,2.0,0.0,
45.0,No,Travel_Rarely,556.0,Research & Development,25.0,13.229133187297084,Life Sciences,1.0,1888.0,,Female,93.0,2.0,2.0,Manufacturing Director,4.0,Married,5906.0,23888.0,0.0,Y,No,13.0,3.0,4.0,80.0,2.0,10.0,15.65777096650948,2.0,9.0,8.0,3.0,8.0
