Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
4.0,62.0,No,8.0,8.0,47.0
4.0,87.0,no,4.0,0.0,62.0
9.0,88.0,No,9.0,invalid,87.0
2.0,63.0,No,6.0,4.0,40.0
5.0,54.0,Ng,5.0,3.0,35.0
4.0,74.0,No,9.0,0.0,60.0
30.91532574884556,43.0,YES,8.0,6.0,
5.0,83.0,Yes,6.0,invalid,67.0
9.0,76.0,Yes,4.0,0.0,70.0
9.0,56.0,Yej,9.0,indalid,55.0
2.0,70.0,,7.0,,54.0
9.0,77.0,No,7.0,1.0,
,,to,6.0,0.0,26.0
4.0,243.12340246831906,Yes,7.0,5.0,
1.0,89.0,No,5.0,6.0,67.0
1.0,66.0,Yes,6.0,1.0,39.0
1.0,243.12340246831906,no,6.0,4.0,54.0
9.0,243.12340246831906,Yos,7.0,4.0,247.73254528643105
8.0,95.0,Yes,6.0,6.0,89.0
5.0,45.0,yes,4.0,0.0,28.0
5.0,91.0,No,8.0,9.0,80.0
9.0,54.0,No,9.0,7.0,51.0
3.0,43.0,,8.0,4.0,23.0
,96.0,No,9.0,2.0,79.0
7.0,87.0,Yes,7.0,8.0,77.0
9.0,93.0,Yes,,2.0,89.0
30.91532574884556,95.0,No,5.0,6.0,80.0
2.0,79.0,Yes,7.0,9.0,57.0
1.0,46.0,Yes,7.0,INVALID,20.0
2.0,90.0,Yes,6.0,9.0,68.0
1.0,97.0,No,5.0,7.0,71.0
9.0,88.0,,8.0,9.0,88.0
8.0,92.0,,7.0,7.0,85.0
7.0,84.0,Yes,8.0,3.0,77.0
3.0,86.0,,9.0,0.0,66.0
8.0,65.0,No,8.0,3.0,61.0
2.0,97.0,Yes,5.0,5.0,74.0
2.0,70.0,Yes,9.0,invalid,48.0
3.0,41.0,No,8.0,5.0,18.0
7.0,67.0,No,6.0,5.0,59.0
30.91532574884556,81.0,No,6.0,jnvalid,55.0
,,Ng,5.0,0.0,47.0
7.0,57.0,No,6.0,9.0,
4.0,69.0, No ,23.458558266338233,,247.73254528643105
5.0,94.0,Yes,9.0,,77.0
1.0,50.0,Yes,5.0,,25.0
4.0,52.0,No,9.0,invalid,35.0
1.0,90.0,Yes,8.0,,65.0
1.0,63.0,NO,7.0,8.0,40.0
1.0,96.0,,23.458558266338233,invalid,70.0
7.0,68.0,No,8.0,3.0,61.0
7.0,95.0,NO,8.0,3.0,
4.0,93.0,Yes,8.0,6.0,77.0
2.0,44.0,No,8.0,0.0,22.0
3.0,74.0,Yes,,4.0,55.0
8.0,58.0,No,5.0,3.0,52.0
8.0,94.0,No,6.0,1.0,88.0
6.0,,Yes,8.0,4.0,44.0
9.0,44.0,No,7.0,8.0,39.0
9.0,83.0,Yes,5.0,7.0,
4.0,, Yes ,4.0,8.0,35.0
1.0,77.0,Yes,6.0,6.0,52.0
1.0,61.0,Yes,7.0,9.0,34.0
5.0,,Yes,,6.0,33.0
2.0,88.0,No,23.458558266338233,1.0,247.73254528643105
6.0,79.0,No,,2.0,65.0
7.0,65.0,Yen,8.0,9.0,55.0
1.0,,No,7.0,7.0,58.0
6.0,44.0,Yes,23.458558266338233,1.0,29.0
8.0,68.0,No,9.0,6.0,65.0
5.0,,nes,6.0,invaliz,80.0
7.0,61.0,No,7.0,,55.0
6.0,88.0,Yes,8.0,3.0,78.0
4.0,,,7.0,3.0,22.0
7.0,67.0, Yes ,9.0,2.0,53.0
,,Yes,7.0,5.0,77.0
7.0,53.0,No,,2.0,41.0
,86.0,Yes,8.0,8.0,
7.0,53.0,Yes,6.0,invalid,247.73254528643105
3.0,82.0,,,3.0,64.0
2.0,50.0,,,1.0,28.0
5.0,48.0, Yes ,8.0,1.0,35.0
4.0,77.0,Yes,8.0,6.0,63.0
5.0,86.0,Yes,6.0,,71.0
8.0,,Yes,4.0,,
4.0,45.0,No,8.0,5.0,32.0
,,Yes,,5.0,
,64.0,mes,8.0,0.0,55.0
7.0,55.0,No,5.0,2.0,42.0
8.0,91.0,,8.0,,88.0
,54.0,Yes,23.458558266338233,6.0,43.0
8.0,73.0,No,5.0,3.0,66.0
3.0,56.0,eo,9.0,7.0,33.0
1.0,42.0,No,9.0,,12.0
6.0,42.0,Yes,9.0,5.0,32.0
1.0,76.0,Yes,4.0,5.0,247.73254528643105
9.0,,Yes,9.0,8.0,56.0
2.0,243.12340246831906,,23.458558266338233,3.0,73.0
2.0,,Yes,6.0,,65.0
,91.0,Yes,4.0,9.0,247.73254528643105
2.0,77.0,Yes,5.0,0.0,53.0
8.0,40.0,No,7.0,0.0,39.0
6.0,46.0,Yes,,,32.0
7.0,65.0,Yes,,3.0,55.0
7.0,86.0,Yes,5.0,,76.0
6.0,78.0,Yes,6.0,3.0,69.0
9.0,58.0,No,6.0,5.0,54.0
9.0,91.0,Yes,5.0,1.0,89.0
7.0,243.12340246831906,,9.0,8.0,87.0
9.0,69.0,No,8.0,2.0,66.0
3.0,82.0,No,6.0,6.0,
3.0,94.0,No,9.0,0.0,71.0
1.0,53.0,no,5.0,invalid,27.0
5.0,52.0,No,6.0,,38.0
4.0,59.0,,8.0,4.0,43.0
,65.0,No,5.0,,38.0
9.0,66.0,No,,2.0,59.0
,,No,4.0,8.0,
8.0,48.0,Yes,9.0,8.0,39.0
6.0,,Yes,4.0,7.0,67.0
,87.0,Yes,7.0,0.0,70.0
1.0,51.0,No,6.0,1.0,247.73254528643105
4.0,49.0,,6.0,1.0,31.0
3.0,,No,5.0,2.0,24.0
1.0,89.0,No,7.0,1.0,61.0
5.0,73.0,Yes,6.0,0.0,
6.0,98.0,Yes,5.0,4.0,87.0
2.0,91.0, Yes ,8.0,5.0,
3.0,80.0,No,6.0,6.0,62.0
6.0,58.0,Yes,9.0,9.0,50.0
4.0,45.0,Yes,6.0,6.0,27.0
9.0,,Yes,,1.0,36.0
5.0,54.0,Yes,8.0,6.0,43.0
4.0,56.0,Yes,6.0,1.0,35.0
2.0,55.0,,8.0,1.0,29.0
6.0,67.0,No,5.0,5.0,
2.0,60.0,Yes,,invalid,41.0
7.0,47.0,No,,,37.0
3.0,49.0,Nv,4.0,4.0,26.0
9.0,49.0,No,9.0,,46.0
5.0,89.0,Yes,6.0,9.0,247.73254528643105
8.0,49.0,No,4.0,0.0,40.0
6.0,48.0,Yes,8.0,3.0,
8.0,67.0,No,9.0,0.0,62.0
3.0,63.0,yes,9.0,9.0,247.73254528643105
,58.0,No,23.458558266338233,4.0,39.0
30.91532574884556,72.0,,5.0,7.0,57.0
,43.0,Yes,4.0,0.0,
8.0,95.0,,6.0,2.0,87.0
8.0,42.0,No,4.0,0.0,31.0
2.0,81.0,Yes,8.0,5.0,57.0
,51.0,Yes,8.0,9.0,37.0
1.0,57.0,Yes,,0.0,29.0
4.0,62.0,,9.0,invalid,
30.91532574884556,59.0,Nt,9.0,,41.0
,45.0,,8.0,invalid,43.0
3.0,92.0,No,23.458558266338233,invalid,70.0
,73.0,No,9.0,1.0,54.0
30.91532574884556,81.0,Yes,6.0,2.0,77.0
9.0,41.0,Yes,6.0,8.0,40.0
1.0,69.0,,4.0,0.0,39.0
6.0,48.0,Yes,5.0,0.0,38.0
8.0,66.0,No,6.0,1.0,61.0
3.0,243.12340246831906,No,4.0,7.0,59.0
9.0,73.0,fes,4.0,invalzd,68.0
,79.0,No,23.458558266338233,3.0,59.0
30.91532574884556,63.0,Yes,9.0,6.0,
30.91532574884556,88.0,No,8.0,,63.0
7.0,243.12340246831906,Nv,9.0,8.0,47.0
3.0,68.0,No,5.0,INVALID,49.0
,75.0,Yes,5.0,1.0,247.73254528643105
4.0,89.0,Yes,5.0,2.0,72.0
9.0,51.0,,4.0,8.0,46.0
5.0,70.0,Yes,4.0,,55.0
3.0,88.0,Yes,,5.0,73.0
8.0,48.0, No ,6.0,4.0,41.0
6.0,,Yes,,,50.0
2.0,85.0,Yes,9.0,3.0,61.0
3.0,,No,5.0,0.0,60.0
8.0,56.0,No,9.0,4.0,52.0
7.0,41.0,No,7.0,6.0,31.0
6.0,79.0,No,5.0,1.0,66.0
1.0,44.0, Yes ,9.0,7.0,16.0
,,Yes,8.0,9.0,93.0
,78.0,No,9.0,5.0,59.0
5.0,93.0,No,4.0,9.0,78.0
7.0,87.0,Yes,23.458558266338233,2.0,79.0
7.0,55.0,Yes,8.0,1.0,50.0
,56.0,,8.0,7.0,38.0
4.0,93.0,,7.0,3.0,80.0
7.0,66.0,No,7.0,6.0,58.0
8.0,46.0,No,9.0,6.0,44.0
2.0,,yo,5.0,9.0,70.0
9.0,47.0,Yes,9.0,8.0,45.0
7.0,47.0,No,,9.0,40.0
8.0,,,9.0,,57.0
6.0,71.0,ves,4.0,7.0,61.0
6.0,82.0,No,8.0,,72.0
9.0,86.0,Yes,6.0,9.0,83.0
4.0,57.0,NO,5.0,4.0,36.0
,77.0,Yes,5.0,,61.0
,93.0,Yes,,6.0,90.0
30.91532574884556,51.0,Yes,5.0,2.0,22.0
4.0,54.0,nt,8.0,5.0,35.0
,67.0,No,5.0,2.0,59.0
9.0,94.0,No,23.458558266338233,5.0,
30.91532574884556,77.0,No,4.0,7.0,66.0
8.0,89.0,No,5.0,invalid,88.0
9.0,95.0,,,1.0,91.0
4.0,70.0,,6.0,5.0,53.0
1.0,,No,4.0,,64.0
8.0,48.0,No,,6.0,40.0
2.0,47.0,Yes,4.0,3.0,24.0
1.0,85.0,YES,4.0,4.0,59.0
7.0,58.0,No,5.0,9.0,247.73254528643105
30.91532574884556,90.0,Yes,7.0,5.0,85.0
9.0,47.0,No,5.0,7.0,47.0
,73.0,Yes,8.0,1.0,54.0
6.0,96.0,No,6.0,3.0,82.0
7.0,43.0,,4.0,3.0,31.0
9.0,,Yes,,5.0,67.0
,77.0,No,9.0,3.0,247.73254528643105
8.0,42.0,No,8.0,4.0,36.0
7.0,74.0,Yes,7.0,invalid,66.0
4.0,58.0,Yas,4.0,7.0,
2.0,82.0,Yes,5.0,3.0,61.0
8.0,68.0,Yes,4.0,5.0,64.0
5.0,49.0,No,6.0,6.0,31.0
6.0,51.0,Yes,4.0,7.0,39.0
7.0,,Yes,,8.0,78.0
1.0,69.0,,8.0,9.0,43.0
8.0,69.0,No,5.0,invalid,62.0
4.0,99.0,No,5.0,3.0,80.0
9.0,243.12340246831906,No,5.0,3.0,51.0
1.0,63.0,No,9.0,9.0,40.0
2.0,71.0,No,6.0,4.0,48.0
6.0,48.0,Yes,9.0,,247.73254528643105
1.0,86.0,yes,,invalid,61.0
4.0,63.0,Yes,9.0,1.0,
8.0,65.0,No,4.0,8.0,57.0
30.91532574884556,42.0,No,,7.0,26.0
9.0,62.0,Yes,4.0,5.0,58.0
6.0,50.0,Yes,5.0,8.0,40.0
1.0,49.0,,6.0,4.0,26.0
6.0,89.0,Nh,9.0,9.0,78.0
6.0,75.0,Yes,4.0,0.0,62.0
6.0,99.0,Yes,8.0,invalid,90.0
8.0,52.0,Yes,9.0,invalid,50.0
6.0,68.0,,4.0,8.0,57.0
,77.0, Yes ,8.0,0.0,62.0
2.0,98.0,No,4.0,2.0,247.73254528643105
4.0,92.0,Yas,4.0,0.0,74.0
5.0,52.0,,,0.0,40.0
4.0,96.0,No,23.458558266338233,5.0,81.0
2.0,243.12340246831906,Yes,,3.0,45.0
7.0,59.0,No,,9.0,50.0
2.0,44.0,NO,6.0,3.0,17.0
,,Yes,,4.0,31.0
5.0,53.0,Yes,9.0,2.0,40.0
1.0,84.0,,8.0,1.0,61.0
1.0,53.0,Nd,5.0,invalid,26.0
1.0,47.0,No,8.0,7.0,20.0
6.0,,Yes,6.0,6.0,73.0
30.91532574884556,52.0,Yes,9.0,9.0,55.0
1.0,63.0,,8.0,3.0,37.0
5.0,54.0,Yes,5.0,1.0,35.0
9.0,90.0,Yes,,8.0,90.0
9.0,40.0,No,,7.0,36.0
1.0,61.0,Yes,9.0,3.0,
8.0,73.0,Yes,7.0,4.0,247.73254528643105
1.0,89.0,No,6.0,9.0,66.0
8.0,90.0,Yes,7.0,5.0,88.0
1.0,243.12340246831906,Yes,4.0,3.0,
5.0,243.12340246831906,Yes,5.0,1.0,27.0
8.0,94.0,No,7.0,4.0,90.0
6.0,65.0,No,5.0,0.0,50.0
9.0,53.0,Yes,9.0,6.0,49.0
1.0,97.0,Yes,5.0,8.0,71.0
9.0,,Yes,4.0,2.0,
1.0,47.0,No,5.0,,21.0
3.0,88.0,No,9.0,8.0,73.0
1.0,94.0,Yes,9.0,3.0,
3.0,243.12340246831906,Yes,7.0,5.0,247.73254528643105
2.0,95.0,Yes,6.0,2.0,72.0
2.0,55.0,Yes,8.0,,38.0
9.0,81.0,No,7.0,6.0,78.0
8.0,243.12340246831906,,4.0,6.0,
1.0,49.0,Yes,8.0,3.0,24.0
4.0,96.0,No,5.0,5.0,72.0
1.0,64.0,No,23.458558266338233,,38.0
1.0,95.0,,8.0,5.0,73.0
4.0,77.0,Yes,7.0,5.0,60.0
2.0,61.0,Yes,5.0,,38.0
3.0,88.0,Yes,9.0,7.0,74.0
9.0,87.0,no,7.0,9.0,86.0
2.0,86.0,Yes,4.0,7.0,62.0
4.0,93.0,Yes,8.0,8.0,80.0
1.0,85.0,,8.0,5.0,62.0
2.0,43.0,Yes,8.0,1.0,22.0
5.0,243.12340246831906,No,7.0,3.0,28.0
1.0,69.0,Yes,5.0,3.0,41.0
7.0,41.0, Yes ,,7.0,34.0
4.0,68.0,No,7.0,4.0,52.0
6.0,82.0,,9.0,3.0,71.0
8.0,243.12340246831906,Yes,8.0,7.0,68.0
6.0,60.0,Yes,5.0,2.0,47.0
2.0,99.0,NO,6.0,1.0,73.0
1.0,,YES,5.0,,33.0
,87.0,Yes,7.0,0.0,83.0
,60.0,Yes,4.0,0.0,48.0
9.0,43.0,No,5.0,4.0,39.0
6.0,40.0,Yes,8.0,0.0,29.0
1.0,65.0,Yes,4.0,3.0,36.0
9.0,95.0,Yes,6.0,7.0,94.0
3.0,90.0,No,6.0,7.0,73.0
6.0,41.0,No,4.0,invalid,28.0
9.0,48.0, Yes ,6.0,2.0,49.0
3.0,94.0,Yes,4.0,2.0,
5.0,96.0,No,23.458558266338233,0.0,83.0
5.0,243.12340246831906,Yes,4.0,2.0,73.0
7.0,57.0,No,7.0,invalid,50.0
4.0,87.0,No,8.0,5.0,74.0
4.0,87.0,No,,,71.0
7.0,243.12340246831906,Yes,6.0,9.0,92.0
9.0,81.0,No,9.0,8.0,
4.0,80.0,No,9.0,6.0,64.0
4.0,50.0,Yes,4.0,5.0,37.0
6.0,64.0,,7.0,4.0,49.0
6.0,65.0,Yes,8.0,4.0,53.0
,97.0,No,,9.0,95.0
30.91532574884556,75.0,No,,8.0,50.0
3.0,81.0,Yes,6.0,,62.0
9.0,74.0,No,8.0,5.0,74.0
6.0,77.0,,9.0,3.0,
6.0,42.0,Yes,5.0,3.0,247.73254528643105
5.0,98.0, Yvs ,6.0,,81.0
3.0,,Yes,4.0,5.0,58.0
5.0,74.0,yes,5.0,0.0,
1.0,,No,6.0,8.0,61.0
3.0,79.0,No,6.0,1.0,56.0
4.0,61.0,,7.0,1.0,44.0
,,No,5.0,4.0,30.0
30.91532574884556,54.0,No,5.0,3.0,53.0
4.0,,Yes,23.458558266338233,invalid,67.0
,46.0,No,23.458558266338233,4.0,
1.0,58.0,No,8.0,6.0,
6.0,243.12340246831906,,9.0,9.0,77.0
7.0,81.0,No,8.0,1.0,72.0
8.0,56.0,,,5.0,247.73254528643105
1.0,40.0,No,4.0,,15.0
4.0,84.0,No,23.458558266338233,1.0,67.0
5.0,68.0,No,4.0,0.0,55.0
2.0,97.0,Yes,9.0,7.0,
1.0,52.0,Yes,4.0,4.0,25.0
8.0,95.0, Yos ,8.0,invalid,90.0
6.0,87.0,YES,9.0,1.0,
5.0,68.0,Yes,7.0,7.0,53.0
9.0,80.0,No,9.0,2.0,79.0
2.0,81.0,,4.0,6.0,59.0
8.0,45.0,yes,6.0,1.0,40.0
9.0,44.0,Yes,,6.0,39.0
1.0,73.0,YES,7.0,3.0,49.0
7.0,50.0,,6.0,invalid,41.0
8.0,48.0,No,6.0,0.0,39.0
3.0,243.12340246831906,No,8.0,4.0,57.0
4.0,79.0,do,9.0,3.0,66.0
3.0,80.0,No,5.0,,59.0
7.0,48.0,Nv,7.0,0.0,40.0
9.0,,Yes,9.0,1.0,47.0
3.0,83.0,No,8.0,4.0,65.0
6.0,97.0,,,9.0,86.0
8.0,,Yes,8.0,9.0,
,42.0,No,8.0,1.0,30.0
2.0,243.12340246831906,No,6.0,0.0,247.73254528643105
30.91532574884556,58.0,No,9.0,5.0,49.0
2.0,73.0,No,8.0,9.0,
2.0,,No,,3.0,47.0
2.0,88.0,No,5.0,,64.0
1.0,55.0,No,,2.0,28.0
1.0,,No,5.0,,48.0
7.0,57.0,Yes,5.0,5.0,
5.0,53.0,Yes,6.0,3.0,37.0
3.0,69.0,No,9.0,5.0,54.0
1.0,41.0,,5.0,4.0,18.0
6.0,,,4.0,1.0,37.0
1.0,66.0,Yes,9.0,3.0,
9.0,98.0,Yes,8.0,1.0,96.0
2.0,,No,6.0,4.0,69.0
30.91532574884556,91.0, No ,6.0,2.0,64.0
7.0,56.0,NO,9.0,invalid,48.0
30.91532574884556,243.12340246831906,,4.0,4.0,59.0
6.0,54.0,Yes,4.0,,247.73254528643105
5.0,96.0,No,4.0,9.0,80.0
4.0,59.0,Yes,,7.0,247.73254528643105
4.0,,No,7.0,5.0,26.0
3.0,46.0,Yes,6.0,8.0,27.0
8.0,243.12340246831906,No,5.0,2.0,50.0
7.0,,Yes,6.0,3.0,89.0
9.0,50.0,,,7.0,45.0
1.0,,No,6.0,invalid,42.0
7.0,89.0,no,4.0,7.0,80.0
4.0,,Yes,4.0,8.0,48.0
7.0,65.0,No,,7.0,59.0
1.0,76.0,Yes,9.0,7.0,53.0
5.0,84.0,No,,invalid,72.0
3.0,67.0,No,8.0,1.0,46.0
,89.0,,9.0,6.0,
4.0,41.0,Yes,7.0,3.0,25.0
2.0,59.0,Yes,4.0,2.0,36.0
30.91532574884556,43.0,zes,6.0,3.0,24.0
3.0,52.0,No,4.0,,31.0
1.0,243.12340246831906,Yes,9.0,2.0,39.0
8.0,87.0,No,5.0,8.0,247.73254528643105
5.0,77.0,No,4.0,2.0,
4.0,97.0,No,4.0,1.0,81.0
30.91532574884556,79.0,Nr,7.0,0.0,63.0
4.0,87.0,,5.0,0.0,69.0
3.0,84.0,Yes,9.0,4.0,66.0
5.0,94.0,,8.0,4.0,80.0
4.0,243.12340246831906,,8.0,8.0,
1.0,97.0,No,8.0,3.0,68.0
3.0,75.0,Yes,6.0,4.0,57.0
8.0,,NO,8.0, invalid ,37.0
7.0,80.0,No,6.0,9.0,68.0
2.0,243.12340246831906,No,9.0,6.0,35.0
1.0,88.0,No,9.0,8.0,65.0
3.0,47.0,,4.0,5.0,28.0
5.0,97.0,No,8.0,invalid,247.73254528643105
1.0,54.0,Yes,7.0,7.0,29.0
3.0,,Yes,9.0,,62.0
3.0,56.0,,5.0,8.0,247.73254528643105
5.0,62.0,Yes,5.0,6.0,51.0
3.0,41.0,No,9.0,6.0,22.0
9.0,45.0,No,4.0,9.0,42.0
1.0,68.0,No,5.0,9.0,45.0
4.0,66.0,Yes,,invalid,247.73254528643105
,76.0,Yes,4.0,7.0,61.0
1.0,88.0,Yes,4.0,9.0,59.0
30.91532574884556,243.12340246831906,No,4.0,0.0,50.0
,57.0,,23.458558266338233,2.0,33.0
6.0,81.0,No,4.0,8.0,65.0
3.0,49.0,Yes,,0.0,26.0
7.0,77.0,Yes,4.0,7.0,69.0
30.91532574884556,98.0,No,9.0,5.0,87.0
9.0,83.0,Yes,8.0,9.0,85.0
7.0,56.0,Yes,9.0,4.0,
4.0,98.0,No,8.0,invalid,82.0
5.0,52.0,ees,7.0,4.0,36.0
5.0,91.0,Yes,7.0,8.0,77.0
5.0,99.0,No,5.0,1.0,85.0
,87.0,Yes,9.0,9.0,85.0
,81.0,kes,8.0,5.0,
6.0,243.12340246831906,,7.0,3.0,54.0
8.0,92.0,Yes,7.0,2.0,89.0
9.0,41.0,No,9.0,4.0,35.0
7.0,73.0,No,5.0,invalid,65.0
3.0,70.0,YES,4.0,,52.0
,62.0,No,6.0,6.0,37.0
4.0,46.0,,5.0,0.0,27.0
6.0,77.0,,6.0,1.0,60.0
3.0,72.0,Yes,5.0,invalid,52.0
1.0,51.0,Yes,5.0,9.0,28.0
6.0,84.0,No,,,72.0
1.0,51.0,No,7.0,3.0,23.0
9.0,58.0,No,8.0,7.0,59.0
1.0,48.0,,,7.0,20.0
6.0,49.0,Yes,,0.0,38.0
1.0,56.0,No,6.0,4.0,31.0
7.0,89.0,Yes,9.0,0.0,
,79.0,Yes,9.0,,66.0
,78.0,Yss,7.0,3.0,
7.0,80.0,Yes,9.0,7.0,247.73254528643105
1.0,49.0,Yes,5.0,7.0,24.0
1.0,51.0,Yes,,8.0,26.0
5.0,54.0,Yes,,5.0,
6.0,70.0,No,9.0,6.0,61.0
9.0,54.0,aes,8.0,invalgd,52.0
1.0,67.0,,9.0,4.0,38.0
4.0,43.0,No,8.0,6.0,25.0
8.0,75.0,,23.458558266338233,8.0,73.0
9.0,243.12340246831906,No,,3.0,93.0
3.0,40.0,No,23.458558266338233,1.0,
2.0,97.0,Yes,8.0,7.0,75.0
30.91532574884556,83.0,Yes,4.0,6.0,64.0
2.0,96.0,,7.0,5.0,247.73254528643105
30.91532574884556,73.0,No,5.0,lnvalid,44.0
,86.0,No,,2.0,66.0
7.0,243.12340246831906,Yps,6.0,,48.0
1.0,78.0,,23.458558266338233,9.0,50.0
2.0,243.12340246831906,Yen,9.0,6.0,247.73254528643105
1.0,83.0,Yes,,invalid,55.0
8.0,90.0,No,8.0,4.0,83.0
,243.12340246831906,Yes,9.0,2.0,58.0
8.0,99.0,Yes,6.0,,
3.0,60.0,Yis,4.0,6.0,38.0
7.0,243.12340246831906,No,4.0,3.0,55.0
8.0,85.0,,5.0,1.0,
6.0,243.12340246831906,No,4.0,7.0,247.73254528643105
7.0,44.0,No,7.0,1.0,37.0
,72.0,No,6.0,5.0,247.73254528643105
8.0,40.0,No,7.0,3.0,33.0
5.0,,No,4.0,8.0,78.0
7.0,,No,4.0,4.0,31.0
1.0,,Yes,7.0,3.0,53.0
5.0,41.0,no,5.0,7.0,25.0
1.0,, Yes ,4.0,2.0,69.0
8.0,243.12340246831906,Yes,7.0,8.0,89.0
,98.0,Nl,7.0,7.0,
4.0,98.0,Yes,6.0,,80.0
2.0,44.0,Yes,5.0,9.0,22.0
5.0,65.0,No,8.0,invalid,
1.0,80.0,Yes,7.0,0.0,
9.0,90.0,,6.0,9.0,247.73254528643105
5.0,92.0,Yes,8.0,8.0,247.73254528643105
6.0,86.0,Yes,6.0,invalid,79.0
2.0,52.0,,6.0,0.0,28.0
1.0,51.0,Yes,23.458558266338233,5.0,28.0
4.0,,Yes,5.0,0.0,19.0
7.0,41.0,No,4.0,9.0,31.0
6.0,98.0,No,5.0,9.0,87.0
1.0,243.12340246831906,Yes,8.0,9.0,17.0
,98.0,Yes,9.0,6.0,75.0
8.0,243.12340246831906,NO,5.0,6.0,61.0
4.0,89.0,Yvs,,0.0,72.0
5.0,243.12340246831906,,5.0,9.0,78.0
,49.0,No,23.458558266338233,4.0,36.0
8.0,,No,5.0,2.0,45.0
7.0,83.0,Yeb,,invalid,74.0
2.0,41.0,Yes,7.0,4.0,17.0
4.0,65.0,Yeh,5.0,4.0,47.0
1.0,54.0,No,4.0,1.0,25.0
9.0,85.0,Yes,4.0,5.0,81.0
3.0,96.0,,4.0,,74.0
3.0,49.0,Yes,4.0,0.0,30.0
9.0,243.12340246831906,,9.0,2.0,59.0
,79.0,Nf,9.0,3.0,247.73254528643105
8.0,64.0,Yes,,1.0,58.0
2.0,54.0,No,5.0,9.0,28.0
3.0,52.0,Yes,23.458558266338233,4.0,33.0
2.0,47.0,Yes,6.0,3.0,30.0
1.0,60.0,Yes,,1.0,31.0
2.0,60.0, Yes ,,0.0,36.0
8.0,61.0,pes,8.0,7.0,56.0
9.0,85.0,No,6.0,1.0,82.0
2.0,, Yes ,8.0,3.0,50.0
7.0,84.0,No,7.0,invalid,76.0
5.0,66.0,,5.0,4.0,52.0
3.0,79.0,No,8.0,1.0,60.0
9.0,89.0,No,9.0,invalid,91.0
6.0,61.0,Yes,9.0,8.0,
1.0,69.0,No,7.0,invalid,43.0
5.0,48.0,Yes,5.0,5.0,247.73254528643105
7.0,84.0,Yes,7.0,,77.0
4.0,74.0,Yes,5.0,5.0,
,57.0,No,5.0,3.0,52.0
5.0,81.0,No,8.0,0.0,68.0
9.0,243.12340246831906,No,9.0, invalid ,41.0
9.0,66.0,No,6.0, ievalid ,63.0
9.0,243.12340246831906,Yes,8.0,,99.0
1.0,45.0,Yes,4.0,5.0,17.0
30.91532574884556,71.0,Ny,7.0,7.0,47.0
3.0,47.0,No,4.0,2.0,24.0
4.0,95.0,Yes,5.0,6.0,80.0
9.0,78.0,No,8.0,8.0,79.0
6.0,60.0,Yes,4.0,3.0,49.0
1.0,57.0,No,4.0,6.0,27.0
9.0,53.0,No,9.0,,51.0
6.0,54.0,No,4.0,9.0,41.0
4.0,,Yes,9.0,8.0,67.0
4.0,,,9.0,2.0,48.0
3.0,92.0,No,5.0,0.0,72.0
,83.0,no,9.0,7.0,75.0
3.0,71.0,No,5.0,3.0,48.0
2.0,78.0,,9.0,invalid,58.0
,,No,9.0,4.0,62.0
4.0,,No,5.0,3.0,83.0
8.0,78.0,Nf,4.0,0.0,68.0
1.0,82.0,No,7.0,6.0,55.0
5.0,71.0,Yes,8.0,3.0,55.0
9.0,52.0,Yes,8.0,7.0,49.0
1.0,,Yes,5.0,8.0,27.0
4.0,57.0,Yes,4.0,,38.0
6.0,78.0,,7.0,0.0,66.0
8.0,45.0,,6.0,7.0,37.0
3.0,94.0,pes,5.0,4.0,72.0
5.0,50.0,No,6.0,0.0,34.0
,71.0,Ycs,8.0,8.0,68.0
,79.0,Yrs,8.0,,56.0
7.0,59.0,Yes,7.0,6.0,52.0
8.0,,Yes,7.0,,67.0
8.0,79.0,Yes,,0.0,69.0
9.0,47.0,No,8.0,8.0,45.0
6.0,90.0,No,7.0,0.0,76.0
6.0,74.0,No,7.0,6.0,65.0
2.0,44.0,Yrs,8.0,invalid,
3.0,74.0,Yes,,invaljd,54.0
4.0,,Yes,4.0,,68.0
4.0,53.0,No,23.458558266338233,invalid,34.0
8.0,60.0,Yes,7.0,1.0,56.0
1.0,86.0,Yes,6.0,1.0,247.73254528643105
4.0,243.12340246831906,Yes,5.0,9.0,47.0
4.0,56.0,Yes,5.0,8.0,40.0
1.0,57.0,No,8.0,invalid,31.0
30.91532574884556,73.0,no,9.0,9.0,56.0
5.0,51.0,Yes,6.0,4.0,
6.0,55.0,No,4.0,6.0,
9.0,43.0,No,7.0,INVALID,43.0
30.91532574884556,64.0,No,,5.0,61.0
9.0,73.0,YES,,5.0,69.0
1.0,67.0,No,,,44.0
9.0,85.0,No,,7.0,82.0
8.0,50.0,Yes,5.0,6.0,48.0
2.0,52.0,No,8.0,4.0,27.0
1.0,70.0,No,7.0,9.0,45.0
1.0,99.0,No,8.0,1.0,
6.0,64.0,Yes,6.0,9.0,54.0
9.0,78.0,YES,6.0,5.0,76.0
7.0,49.0,No,7.0,,44.0
5.0,63.0,Yep,7.0,4.0,50.0
2.0,40.0,Yea,5.0,3.0,17.0
1.0,,Yos,23.458558266338233,9.0,66.0
30.91532574884556,64.0,NO,5.0,4.0,
1.0,67.0,No,8.0,8.0,
3.0,,Yes,4.0,1.0,56.0
6.0,57.0,No,7.0,,48.0
8.0,,Yes,,8.0,40.0
